FIPS,reason
55141,no ozone monitor
56003,no ozone monitor
56007,no ozone monitor
56011,no ozone monitor
56015,no ozone monitor
56017,no ozone monitor
56023,no ozone monitor
56027,no ozone monitor
56029,no ozone monitor
56031,no ozone monitor
56041,no ozone monitor
56043,no ozone monitor
56045,no ozone monitor
72001,no ozone monitor
72003,no ozone monitor
72005,no ozone monitor
72007,no ozone monitor
72009,no ozone monitor
72011,no ozone monitor
72013,no ozone monitor
72015,no ozone monitor
72017,no ozone monitor
72019,no ozone monitor
72021,no ozone monitor
72023,no ozone monitor
72025,no ozone monitor
72027,no ozone monitor
72029,no ozone monitor
72031,no ozone monitor
72033,no ozone monitor
72035,no ozone monitor
72037,no ozone monitor
72039,no ozone monitor
72041,no ozone monitor
72043,no ozone monitor
72045,no ozone monitor
72047,no ozone monitor
72049,no ozone monitor
72051,no ozone monitor
72053,no ozone monitor
72054,no ozone monitor
72055,no ozone monitor
72057,no ozone monitor
72059,no ozone monitor
72061,no ozone monitor
72063,no ozone monitor
72065,no ozone monitor
72067,no ozone monitor
72069,no ozone monitor
72071,no ozone monitor
72073,no ozone monitor
72075,no ozone monitor
72077,no ozone monitor
72079,no ozone monitor
72081,no ozone monitor
72083,no ozone monitor
72085,no ozone monitor
72087,no ozone monitor
72089,no ozone monitor
72091,no ozone monitor
72093,no ozone monitor
72095,no ozone monitor
72097,"COPD prevalence suppressed (PLACES, small pop.)"
72099,no ozone monitor
72101,no ozone monitor
72103,no ozone monitor
72105,no ozone monitor
72107,no ozone monitor
72109,no ozone monitor
72111,no ozone monitor
72113,no ozone monitor
72115,no ozone monitor
72117,no ozone monitor
72119,no ozone monitor
72121,no ozone monitor
72123,no ozone monitor
72125,no ozone monitor
72127,no ozone monitor
72129,no ozone monitor
72131,no ozone monitor
72133,no ozone monitor
72135,no ozone monitor
72137,no ozone monitor
72139,no ozone monitor
72141,no ozone monitor
72143,no ozone monitor
72145,no ozone monitor
72147,no ozone monitor
72149,no ozone monitor
72151,no ozone monitor
72153,no ozone monitor
